ingredient_name,skin_type,concerns,label,label_int,confidence,reason,sensitivity_score,breadth_score,category
Algae Extract,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Marine/Algae
Algae Exopolysaccharides,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Marine/Algae
Alaria Esculenta Extract,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Plant Extract
Alanine,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Amino Acid
Ahnfeltia Concinna Extract,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Plant Extract
Adenosine,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,7,Other
Acetyl Tyrosinamide,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Acetyl Tetrapeptide,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Acetyl Glucosamine,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,7,Other
Acetylarginyltryptophyl Diphenylglycine,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Amino Acid
Acai Extract,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Ascorbic Acid,Combination,"['Acne', 'Dryness']",poor fit,2,5,Directly flagged in avoid list for Combination skin and high irritancy (7),3,5,Vitamin C
Ascophyllum Nodosum Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Plant Extract
Arginine PCA,Combination,"['Acne', 'Dryness']",possible irritation,1,3,Addresses 1 concern(s); low irritancy [label adjusted for expert variance],0,2,Amino Acid
Arginine/Lysine Polypeptide,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Arginine HCL,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Amino Acid
Arginine,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Amino Acid
Argan Oil,Combination,"['Acne', 'Dryness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Combination skin,1,3,Lipid/Oil
Arbutin,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,1,2,Other
Aquagenium,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Other
Apple Stem Cells,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Apple Polyphenols,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Apple Extract,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Anti-Ageing Peptides,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Amino Acids,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Amino Acid
Alteromonas Ferment Extract,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Bifida Ferment Lysate,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Beta Glucan,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Other
Bakuchiol,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Azelaoyl Bis-Dipeptide,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,1,3,Peptide
Azelaic Acid,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,1,8,Other
Avocado Oil,Combination,"['Acne', 'Dryness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Combination skin,1,3,Lipid/Oil
Avocado Ferment,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Probiotic/Ferment
Avene Thermal Water,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Plant Extract
Asparagopsis Armata Extract,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Plant Extract
Ascorbyl Palmitate,Combination,"['Acne', 'Dryness']",poor fit,2,3,Moderate irritancy (2) — possible irritation for Combination skin [label adjusted for expert variance],1,1,Vitamin C
Ascorbyl Glucoside,Combination,"['Acne', 'Dryness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Combination skin,1,5,Vitamin C
Caffeine,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Caffeic Acid,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Cabbage Leaf Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Butyl Methoxydibenzoylmethane,Combination,"['Acne', 'Dryness']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Blue Mallow Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Blue Lotus Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Blueberry Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Bilberry Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Combination,"['Acne', 'Dryness']",poor fit,2,4,"High combined irritancy score (5): category=UV Filter, sensitivity=2, desc signals=1",2,1,UV Filter
Bisabolol,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Other
Bio-Active Glucosides,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,1,Other
Chondrus Crispus,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Other
Cholesterol,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Other
Chlorophyll,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Chlorella Vulgaris Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Plant Extract
Chamomile Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Plant Extract
Chlorella Protothecoides Oil,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Lipid/Oil
Ceramides,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Ceramide
Chlorella Protothecoides,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Other
Chemical UV Filters,Combination,"['Acne', 'Dryness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Combination skin,1,1,UV Filter
Caprooyl Sphingosine,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,4,Ceramide
Centella Asiatica,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Other
Carnosine,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Other
Caprooyl Phytosphingosine,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,4,Ceramide
Ectoin,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Other
Dunaliella Salina (Green Algae) Extract,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Marine/Algae
Dioic Acid,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Cucumber Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Dipeptide Diaminobutyroyl Benzylamide Diacetate,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Dipeptide,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Peptide,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Palmitoyl Heptapeptide,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Copper Heptapeptide-14 Pantothenate,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Coffee Seed Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Citric Acid,Combination,"['Acne', 'Dryness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Combination skin,0,4,AHA
Cinnamon Bark,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Fomes Ofﬁcinalis (Mushroom) Extract,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Ginkgo Biloba,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Fructooligosaccharides,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Feverfew Extract,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Ferulic Acid,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Vitamin
Ethylhexyl Triazone,Combination,"['Acne', 'Dryness']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Ferric Hexapeptide,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Fernblock,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Other
Evening Primrose Oil,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Lipid/Oil
Essential Lipids,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Other
Endothelyol,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Ethylhexyl Salicylate,Combination,"['Acne', 'Dryness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Combination skin,2,1,Other
Ethyl Ascorbic Acid,Combination,"['Acne', 'Dryness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Combination skin,1,4,Vitamin C
Green Tea,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,2,Other
Glycosphingolipids,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,4,Ceramide
Glycoproteins,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,4,Other
Glycolipids,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Other
Golden-Eye Grass Complex,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Other
Glycolic Acid,Combination,"['Acne', 'Dryness']",poor fit,2,4,"High combined irritancy score (6): category=AHA, sensitivity=2, desc signals=2",2,8,AHA
Glycine,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Amino Acid
Glyceryl Glucoside,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,4,Other
Gluconolactone,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,9,Other
EGCG,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Indian Gooseberry,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Other
Hydroxypinacolone Retinoate,Combination,"['Acne', 'Dryness']",poor fit,2,4,"High combined irritancy score (6): category=Retinoid, sensitivity=3, desc signals=0",3,9,Retinoid
Hydrolyzed Pumpkin Seedcake,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,6,Other
Hydrolyzed F-Fucoidan,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Marine/Algae
Homosalate,Combination,"['Acne', 'Dryness']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Humectants,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Humectant
Hibiscus Fruit Extract,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Horse Chestnut,Combination,"['Acne', 'Dryness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Heptapeptide-15 Palmitate,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Guarana Extract,Combination,"['Acne', 'Dryness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Histidine,Combination,"['Acne', 'Dryness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,4,Amino Acid
Lecithin,Combination,"['Acne', 'Dryness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Combination skin,0,4,Lipid/Oil
L-Carnitine,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Lactobionic Acid,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,9,Other
L-Ascorbic Acid,Combination,"['Acne', 'Dryness']",poor fit,2,5,Directly flagged in avoid list for Combination skin and high irritancy (7),3,5,Vitamin C
Laminaria Ochroleuca (Kelp) Extract,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Marine/Algae
Lactococcus Ferment Lysate,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Lactic Acid,Combination,"['Acne', 'Dryness']",poor fit,2,4,"High combined irritancy score (4): category=AHA, sensitivity=2, desc signals=0",2,8,AHA
Lactobacillus Ferment,Combination,"['Acne', 'Dryness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
